carrier,dep_airport,arr_airport,dep_latitude,dep_longitude,arr_latitude,arr_longitude,dep_datetime_utc,air_time_minutes
UA,LAX,LAS,33.94250107,-118.4079971,36.08010101,-115.1520004,2017-01-01 05:02:00,42.0
UA,MCO,EWR,28.429399490356445,-81.30899810791016,40.692501068115234,-74.168701171875,2017-01-01 05:02:00,119.0
UA,ORD,EWR,41.9786,-87.9048,40.692501068115234,-74.168701171875,2017-01-01 05:02:00,91.0
WN,AUS,MSY,30.194499969482425,-97.6698989868164,29.99340057373047,-90.25800323486328,2017-01-01 05:02:00,58.0
WN,BWI,BDL,39.1754,-76.668297,41.9388999939,-72.68319702149999,2017-01-01 05:02:00,49.0
WN,DAL,LAX,32.847099,-96.851799,33.94250107,-118.4079971,2017-01-01 05:02:00,176.0
WN,OAK,LGB,37.721298,-122.221001,33.81769943,-118.1520004,2017-01-01 05:02:00,60.0
AA,EWR,PHX,40.692501068115234,-74.168701171875,33.43429946899414,-112.01200103759766,2017-01-01 05:03:00,310.0
AS,SFO,SEA,37.61899948120117,-122.375,47.449001,-122.308998,2017-01-01 05:03:00,103.0
B6,SAV,JFK,32.12760162,-81.20210266,40.63980103,-73.77890015,2017-01-01 05:03:00,86.0
DL,ATL,SNA,33.6367,-84.428101,33.67570114,-117.8679962,2017-01-01 05:03:00,268.0
DL,DTW,MCO,42.212398529052734,-83.35340118408203,28.429399490356445,-81.30899810791016,2017-01-01 05:03:00,130.0
DL,SAN,MSP,32.7336006165,-117.190002441,44.882,-93.221802,2017-01-01 05:03:00,197.0
DL,SLC,JAC,40.78839874267578,-111.97799682617188,43.6072998046875,-110.73799896240234,2017-01-01 05:03:00,46.0
EV,BHM,IAH,33.56290054,-86.75350189,29.984399795532227,-95.34140014648438,2017-01-01 05:03:00,96.0
HA,HNL,OAK,21.32062,-157.924228,37.721298,-122.221001,2017-01-01 05:03:00,291.0
NK,RSW,LBE,26.53619956970215,-81.75520324707031,40.27590179,-79.40480042,2017-01-01 05:03:00,125.0
OO,MKE,ORD,42.94720077514648,-87.89659881591797,41.9786,-87.9048,2017-01-01 05:03:00,20.0
OO,ORD,CLE,41.9786,-87.9048,41.4117012024,-81.8498001099,2017-01-01 05:03:00,48.0
OO,RDM,SFO,44.2541008,-121.1500015,37.61899948120117,-122.375,2017-01-01 05:03:00,76.0
UA,SAN,ORD,32.7336006165,-117.190002441,41.9786,-87.9048,2017-01-01 05:03:00,205.0
WN,ATL,BWI,33.6367,-84.428101,39.1754,-76.668297,2017-01-01 05:03:00,73.0
WN,LAS,BUR,36.08010101,-115.1520004,34.20069885253906,-118.35900115966795,2017-01-01 05:03:00,48.0
AA,DFW,RSW,32.896801,-97.038002,26.53619956970215,-81.75520324707031,2017-01-01 05:04:00,126.0
AA,PSP,DFW,33.8297004699707,-116.50700378417967,32.896801,-97.038002,2017-01-01 05:04:00,136.0
AS,SEA,AUS,47.449001,-122.308998,30.194499969482425,-97.6698989868164,2017-01-01 05:04:00,211.0
AS,SEA,ORD,47.449001,-122.308998,41.9786,-87.9048,2017-01-01 05:04:00,204.0
DL,ATL,RIC,33.6367,-84.428101,37.50519943237305,-77.3197021484375,2017-01-01 05:04:00,62.0
DL,MCO,LAX,28.429399490356445,-81.30899810791016,33.94250107,-118.4079971,2017-01-01 05:04:00,299.0
EV,CLE,IAH,41.4117012024,-81.8498001099,29.984399795532227,-95.34140014648438,2017-01-01 05:04:00,176.0
EV,DFW,SHV,32.896801,-97.038002,32.446602,-93.8256,2017-01-01 05:04:00,33.0
HA,OGG,HNL,20.8986,-156.429993,21.32062,-157.924228,2017-01-01 05:04:00,23.0
UA,ORD,IAH,41.9786,-87.9048,29.984399795532227,-95.34140014648438,2017-01-01 05:04:00,136.0
WN,BWI,CLE,39.1754,-76.668297,41.4117012024,-81.8498001099,2017-01-01 05:04:00,53.0
WN,DAL,CMH,32.847099,-96.851799,39.998001,-82.891899,2017-01-01 05:04:00,105.0
WN,DEN,IAD,39.861698150635,-104.672996521,38.94449997,-77.45580292,2017-01-01 05:04:00,161.0
WN,DEN,SAN,39.861698150635,-104.672996521,32.7336006165,-117.190002441,2017-01-01 05:04:00,116.0
WN,HOU,MAF,29.64539909,-95.27890015,31.9424991607666,-102.2020034790039,2017-01-01 05:04:00,68.0
WN,PHX,SMF,33.43429946899414,-112.01200103759766,38.69540023803711,-121.59100341796876,2017-01-01 05:04:00,105.0
WN,SAT,DAL,29.533700942993164,-98.46980285644533,32.847099,-96.851799,2017-01-01 05:04:00,49.0
AA,PHL,CLT,39.87189865112305,-75.24109649658203,35.2140007019043,-80.94309997558594,2017-01-01 05:05:00,77.0
AS,SEA,HNL,47.449001,-122.308998,21.32062,-157.924228,2017-01-01 05:05:00,340.0
DL,DEN,ATL,39.861698150635,-104.672996521,33.6367,-84.428101,2017-01-01 05:05:00,142.0
DL,LAX,MSY,33.94250107,-118.4079971,29.99340057373047,-90.25800323486328,2017-01-01 05:05:00,192.0
EV,BNA,ORD,36.1245002746582,-86.6781997680664,41.9786,-87.9048,2017-01-01 05:05:00,73.0
OO,ASE,DEN,39.22320175,-106.8690033,39.861698150635,-104.672996521,2017-01-01 05:05:00,31.0
OO,SFO,TUS,37.61899948120117,-122.375,32.1161003112793,-110.94100189208984,2017-01-01 05:05:00,93.0
UA,EWR,SLC,40.692501068115234,-74.168701171875,40.78839874267578,-111.97799682617188,2017-01-01 05:05:00,284.0
WN,BOI,PHX,43.5644,-116.223,33.43429946899414,-112.01200103759766,2017-01-01 05:05:00,101.0
WN,DEN,LAX,39.861698150635,-104.672996521,33.94250107,-118.4079971,2017-01-01 05:05:00,117.0
WN,DEN,OAK,39.861698150635,-104.672996521,37.721298,-122.221001,2017-01-01 05:05:00,137.0
WN,DEN,SFO,39.861698150635,-104.672996521,37.61899948120117,-122.375,2017-01-01 05:05:00,140.0
WN,SAN,OAK,32.7336006165,-117.190002441,37.721298,-122.221001,2017-01-01 05:05:00,74.0
AA,LAX,JFK,33.94250107,-118.4079971,40.63980103,-73.77890015,2017-01-01 05:06:00,281.0
AA,SJC,ORD,37.362598,-121.929001,41.9786,-87.9048,2017-01-01 05:06:00,217.0
B6,FLL,BWI,26.072599,-80.152702,39.1754,-76.668297,2017-01-01 05:06:00,120.0
DL,ATL,CLT,33.6367,-84.428101,35.2140007019043,-80.94309997558594,2017-01-01 05:06:00,43.0
DL,ATL,STL,33.6367,-84.428101,38.748697,-90.370003,2017-01-01 05:06:00,79.0
DL,PHX,JFK,33.43429946899414,-112.01200103759766,40.63980103,-73.77890015,2017-01-01 05:06:00,238.0
HA,ITO,HNL,19.721399307250977,-155.04800415039062,21.32062,-157.924228,2017-01-01 05:06:00,34.0
OO,DEN,EGE,39.861698150635,-104.672996521,39.64260101,-106.9179993,2017-01-01 05:06:00,28.0
OO,DEN,SLC,39.861698150635,-104.672996521,40.78839874267578,-111.97799682617188,2017-01-01 05:06:00,60.0
OO,DLH,ORD,46.8420982361,-92.1936035156,41.9786,-87.9048,2017-01-01 05:06:00,65.0
OO,SAF,PHX,35.617099762,-106.088996887,33.43429946899414,-112.01200103759766,2017-01-01 05:06:00,62.0
UA,IAH,BOS,29.984399795532227,-95.34140014648438,42.36429977,-71.00520325,2017-01-01 05:06:00,176.0
UA,RSW,EWR,26.53619956970215,-81.75520324707031,40.692501068115234,-74.168701171875,2017-01-01 05:06:00,131.0
WN,DAL,HOU,32.847099,-96.851799,29.64539909,-95.27890015,2017-01-01 05:06:00,44.0
WN,MKE,SFO,42.94720077514648,-87.89659881591797,37.61899948120117,-122.375,2017-01-01 05:06:00,252.0
WN,RSW,MDW,26.53619956970215,-81.75520324707031,41.785999,-87.752403,2017-01-01 05:06:00,142.0
WN,SAN,MSY,32.7336006165,-117.190002441,29.99340057373047,-90.25800323486328,2017-01-01 05:06:00,186.0
AA,BOS,ORD,42.36429977,-71.00520325,41.9786,-87.9048,2017-01-01 05:07:00,142.0
AA,PHX,PHL,33.43429946899414,-112.01200103759766,39.87189865112305,-75.24109649658203,2017-01-01 05:07:00,226.0
EV,ATL,PHF,33.6367,-84.428101,37.13190079,-76.49299622,2017-01-01 05:07:00,65.0
HA,JFK,HNL,40.63980103,-73.77890015,21.32062,-157.924228,2017-01-01 05:07:00,654.0
OO,ATL,ASE,33.6367,-84.428101,39.22320175,-106.8690033,2017-01-01 05:07:00,203.0
OO,FLG,PHX,35.13850021,-111.6709976,33.43429946899414,-112.01200103759766,2017-01-01 05:07:00,30.0
OO,MSP,DFW,44.882,-93.221802,32.896801,-97.038002,2017-01-01 05:07:00,124.0
OO,TVC,DTW,44.74140167236328,-85.58219909667969,42.212398529052734,-83.35340118408203,2017-01-01 05:07:00,38.0
UA,DEN,HNL,39.861698150635,-104.672996521,21.32062,-157.924228,2017-01-01 05:07:00,422.0
UA,TPA,EWR,27.975500106811523,-82.533203125,40.692501068115234,-74.168701171875,2017-01-01 05:07:00,118.0
WN,ATL,MSY,33.6367,-84.428101,29.99340057373047,-90.25800323486328,2017-01-01 05:07:00,72.0
WN,MCO,CMH,28.429399490356445,-81.30899810791016,39.998001,-82.891899,2017-01-01 05:07:00,106.0
WN,PBI,ISP,26.68320083618164,-80.09559631347656,40.79520035,-73.10019684,2017-01-01 05:07:00,135.0
WN,SAT,DAL,29.533700942993164,-98.46980285644533,32.847099,-96.851799,2017-01-01 05:07:00,47.0
WN,SMF,PDX,38.69540023803711,-121.59100341796876,45.58869934,-122.5979996,2017-01-01 05:07:00,74.0
AA,CLT,BDL,35.2140007019043,-80.94309997558594,41.9388999939,-72.68319702149999,2017-01-01 05:08:00,84.0
AA,LAX,DFW,33.94250107,-118.4079971,32.896801,-97.038002,2017-01-01 05:08:00,149.0
AS,KOA,SJC,19.738783,-156.045603,37.362598,-121.929001,2017-01-01 05:08:00,264.0
DL,MSP,MCO,44.882,-93.221802,28.429399490356445,-81.30899810791016,2017-01-01 05:08:00,167.0
DL,SAV,ATL,32.12760162,-81.20210266,33.6367,-84.428101,2017-01-01 05:08:00,52.0
EV,ATL,SHV,33.6367,-84.428101,32.446602,-93.8256,2017-01-01 05:08:00,94.0
OO,LWS,SLC,46.3745002746582,-117.01499938964844,40.78839874267578,-111.97799682617188,2017-01-01 05:08:00,80.0
OO,MSP,RAP,44.882,-93.221802,44.0452995300293,-103.05699920654295,2017-01-01 05:08:00,82.0
VX,FLL,SFO,26.072599,-80.152702,37.61899948120117,-122.375,2017-01-01 05:08:00,349.0
WN,BWI,PWM,39.1754,-76.668297,43.64619827,-70.30930328,2017-01-01 05:08:00,63.0
WN,DAL,STL,32.847099,-96.851799,38.748697,-90.370003,2017-01-01 05:08:00,69.0
WN,DEN,AUS,39.861698150635,-104.672996521,30.194499969482425,-97.6698989868164,2017-01-01 05:08:00,106.0
WN,HOU,HRL,29.64539909,-95.27890015,26.228500366210938,-97.65440368652344,2017-01-01 05:08:00,45.0
WN,PHX,MSP,33.43429946899414,-112.01200103759766,44.882,-93.221802,2017-01-01 05:08:00,153.0
WN,TPA,DCA,27.975500106811523,-82.533203125,38.8521,-77.037697,2017-01-01 05:08:00,104.0
AA,DFW,BNA,32.896801,-97.038002,36.1245002746582,-86.6781997680664,2017-01-01 05:09:00,78.0
AA,DFW,DTW,32.896801,-97.038002,42.212398529052734,-83.35340118408203,2017-01-01 05:09:00,117.0
AA,MIA,ORD,25.79319953918457,-80.29060363769531,41.9786,-87.9048,2017-01-01 05:09:00,162.0
AA,PHL,PHX,39.87189865112305,-75.24109649658203,33.43429946899414,-112.01200103759766,2017-01-01 05:09:00,297.0
AS,SEA,SMF,47.449001,-122.308998,38.69540023803711,-121.59100341796876,2017-01-01 05:09:00,82.0
AS,SEA,SNA,47.449001,-122.308998,33.67570114,-117.8679962,2017-01-01 05:09:00,132.0
DL,ATL,BNA,33.6367,-84.428101,36.1245002746582,-86.6781997680664,2017-01-01 05:09:00,44.0
DL,JFK,LAX,40.63980103,-73.77890015,33.94250107,-118.4079971,2017-01-01 05:09:00,333.0
DL,SFO,SLC,37.61899948120117,-122.375,40.78839874267578,-111.97799682617188,2017-01-01 05:09:00,80.0
HA,HNL,SAN,21.32062,-157.924228,32.7336006165,-117.190002441,2017-01-01 05:09:00,285.0
NK,MSP,ATL,44.882,-93.221802,33.6367,-84.428101,2017-01-01 05:09:00,124.0
OO,MBS,DTW,43.532901763916016,-84.07959747314453,42.212398529052734,-83.35340118408203,2017-01-01 05:09:00,24.0
OO,PHX,LBB,33.43429946899414,-112.01200103759766,33.663601,-101.822998,2017-01-01 05:09:00,85.0
UA,DEN,EWR,39.861698150635,-104.672996521,40.692501068115234,-74.168701171875,2017-01-01 05:09:00,174.0
UA,SFO,IAD,37.61899948120117,-122.375,38.94449997,-77.45580292,2017-01-01 05:09:00,263.0
WN,DCA,MCI,38.8521,-77.037697,39.2976,-94.713898,2017-01-01 05:09:00,149.0
WN,FLL,TPA,26.072599,-80.152702,27.975500106811523,-82.533203125,2017-01-01 05:09:00,40.0
WN,MDW,STL,41.785999,-87.752403,38.748697,-90.370003,2017-01-01 05:09:00,48.0
WN,PHX,LAX,33.43429946899414,-112.01200103759766,33.94250107,-118.4079971,2017-01-01 05:09:00,60.0
WN,SEA,DEN,47.449001,-122.308998,39.861698150635,-104.672996521,2017-01-01 05:09:00,125.0
AA,DCA,LAS,38.8521,-77.037697,36.08010101,-115.1520004,2017-01-01 05:10:00,296.0
AA,DFW,SJC,32.896801,-97.038002,37.362598,-121.929001,2017-01-01 05:10:00,199.0
AA,MIA,CLT,25.79319953918457,-80.29060363769531,35.2140007019043,-80.94309997558594,2017-01-01 05:10:00,107.0
AA,SAN,DFW,32.7336006165,-117.190002441,32.896801,-97.038002,2017-01-01 05:10:00,140.0
B6,PHL,BOS,39.87189865112305,-75.24109649658203,42.36429977,-71.00520325,2017-01-01 05:10:00,47.0
DL,MIA,ATL,25.79319953918457,-80.29060363769531,33.6367,-84.428101,2017-01-01 05:10:00,91.0
DL,MSP,ATL,44.882,-93.221802,33.6367,-84.428101,2017-01-01 05:10:00,127.0
DL,MSP,JAC,44.882,-93.221802,43.6072998046875,-110.73799896240234,2017-01-01 05:10:00,123.0
DL,MSP,SNA,44.882,-93.221802,33.67570114,-117.8679962,2017-01-01 05:10:00,201.0
DL,VPS,ATL,30.4832,-86.525398,33.6367,-84.428101,2017-01-01 05:10:00,44.0
EV,DFW,ABI,32.896801,-97.038002,32.4113006592,-99.6819000244,2017-01-01 05:10:00,32.0
NK,ATL,CLE,33.6367,-84.428101,41.4117012024,-81.8498001099,2017-01-01 05:10:00,78.0
OO,GRR,DTW,42.88079834,-85.52279663,42.212398529052734,-83.35340118408203,2017-01-01 05:10:00,29.0
OO,MSN,MSP,43.13990020751953,-89.3375015258789,44.882,-93.221802,2017-01-01 05:10:00,41.0
OO,MSP,MCI,44.882,-93.221802,39.2976,-94.713898,2017-01-01 05:10:00,64.0
VX,LAX,SFO,33.94250107,-118.4079971,37.61899948120117,-122.375,2017-01-01 05:10:00,58.0
WN,CMH,BWI,39.998001,-82.891899,39.1754,-76.668297,2017-01-01 05:10:00,52.0
WN,DEN,SMF,39.861698150635,-104.672996521,38.69540023803711,-121.59100341796876,2017-01-01 05:10:00,138.0
WN,LAS,MCI,36.08010101,-115.1520004,39.2976,-94.713898,2017-01-01 05:10:00,138.0
AA,PHL,PBI,39.87189865112305,-75.24109649658203,26.68320083618164,-80.09559631347656,2017-01-01 05:11:00,140.0
B6,FLL,DCA,26.072599,-80.152702,38.8521,-77.037697,2017-01-01 05:11:00,118.0
DL,IAH,ATL,29.984399795532227,-95.34140014648438,33.6367,-84.428101,2017-01-01 05:11:00,105.0
EV,EWR,MEM,40.692501068115234,-74.168701171875,35.04240036010742,-89.97669982910156,2017-01-01 05:11:00,165.0
NK,LAS,LAX,36.08010101,-115.1520004,33.94250107,-118.4079971,2017-01-01 05:11:00,42.0
NK,MCO,DTW,28.429399490356445,-81.30899810791016,42.212398529052734,-83.35340118408203,2017-01-01 05:11:00,130.0
OO,BOI,SLC,43.5644,-116.223,40.78839874267578,-111.97799682617188,2017-01-01 05:11:00,47.0
OO,PSC,DEN,46.26470184326172,-119.11900329589844,39.861698150635,-104.672996521,2017-01-01 05:11:00,116.0
UA,IAD,ORD,38.94449997,-77.45580292,41.9786,-87.9048,2017-01-01 05:11:00,91.0
UA,LAS,IAH,36.08010101,-115.1520004,29.984399795532227,-95.34140014648438,2017-01-01 05:11:00,148.0
WN,ATL,PHX,33.6367,-84.428101,33.43429946899414,-112.01200103759766,2017-01-01 05:11:00,226.0
WN,FLL,ALB,26.072599,-80.152702,42.74829864501953,-73.80169677734375,2017-01-01 05:11:00,152.0
WN,LAX,SJC,33.94250107,-118.4079971,37.362598,-121.929001,2017-01-01 05:11:00,53.0
WN,MDW,BNA,41.785999,-87.752403,36.1245002746582,-86.6781997680664,2017-01-01 05:11:00,60.0
AA,DFW,TPA,32.896801,-97.038002,27.975500106811523,-82.533203125,2017-01-01 05:12:00,116.0
AA,PHL,MCO,39.87189865112305,-75.24109649658203,28.429399490356445,-81.30899810791016,2017-01-01 05:12:00,117.0
B6,BOS,DCA,42.36429977,-71.00520325,38.8521,-77.037697,2017-01-01 05:12:00,73.0
DL,DEN,JFK,39.861698150635,-104.672996521,40.63980103,-73.77890015,2017-01-01 05:12:00,189.0
DL,MSP,RNO,44.882,-93.221802,39.49909973144531,-119.76799774169922,2017-01-01 05:12:00,196.0
EV,IAH,STL,29.984399795532227,-95.34140014648438,38.748697,-90.370003,2017-01-01 05:12:00,87.0
OO,DSM,ORD,41.53400039672852,-93.66310119628906,41.9786,-87.9048,2017-01-01 05:12:00,49.0
OO,GEG,SEA,47.61989974975586,-117.53399658203124,47.449001,-122.308998,2017-01-01 05:12:00,44.0
OO,LAX,SBA,33.94250107,-118.4079971,34.42620087,-119.8399963,2017-01-01 05:12:00,22.0
OO,MSP,ABR,44.882,-93.221802,45.449100494384766,-98.42179870605467,2017-01-01 05:12:00,44.0
OO,SFO,DFW,37.61899948120117,-122.375,32.896801,-97.038002,2017-01-01 05:12:00,177.0
UA,FLL,EWR,26.072599,-80.152702,40.692501068115234,-74.168701171875,2017-01-01 05:12:00,133.0
UA,OMA,ORD,41.3032,-95.894096,41.9786,-87.9048,2017-01-01 05:12:00,61.0
UA,RDU,DEN,35.87760162353516,-78.7874984741211,39.861698150635,-104.672996521,2017-01-01 05:12:00,211.0
WN,OAK,SAN,37.721298,-122.221001,32.7336006165,-117.190002441,2017-01-01 05:12:00,61.0
AA,DFW,LAS,32.896801,-97.038002,36.08010101,-115.1520004,2017-01-01 05:13:00,147.0
AA,DFW,SMF,32.896801,-97.038002,38.69540023803711,-121.59100341796876,2017-01-01 05:13:00,205.0
B6,LAX,JFK,33.94250107,-118.4079971,40.63980103,-73.77890015,2017-01-01 05:13:00,278.0
DL,LAX,PDX,33.94250107,-118.4079971,45.58869934,-122.5979996,2017-01-01 05:13:00,127.0
DL,LGA,PBI,40.77719879,-73.87259674,26.68320083618164,-80.09559631347656,2017-01-01 05:13:00,157.0
DL,MSP,SMF,44.882,-93.221802,38.69540023803711,-121.59100341796876,2017-01-01 05:13:00,210.0
EV,ATL,BMI,33.6367,-84.428101,40.47710037,-88.91590118,2017-01-01 05:13:00,76.0
EV,CHS,EWR,32.89860153,-80.04049683,40.692501068115234,-74.168701171875,2017-01-01 05:13:00,83.0
EV,SYR,ORD,43.11119842529297,-76.1063003540039,41.9786,-87.9048,2017-01-01 05:13:00,106.0
HA,OGG,KOA,20.8986,-156.429993,19.738783,-156.045603,2017-01-01 05:13:00,23.0
OO,COS,DEN,38.805801,-104.700996,39.861698150635,-104.672996521,2017-01-01 05:13:00,18.0
OO,FAT,LAX,36.77619934082031,-119.71800231933594,33.94250107,-118.4079971,2017-01-01 05:13:00,42.0
VX,OGG,LAX,20.8986,-156.429993,33.94250107,-118.4079971,2017-01-01 05:13:00,269.0
WN,BWI,ROC,39.1754,-76.668297,43.118900299072266,-77.67240142822266,2017-01-01 05:13:00,48.0
AA,DFW,RDU,32.896801,-97.038002,35.87760162353516,-78.7874984741211,2017-01-01 05:14:00,128.0
B6,BOS,SEA,42.36429977,-71.00520325,47.449001,-122.308998,2017-01-01 05:14:00,359.0
B6,FLL,JFK,26.072599,-80.152702,40.63980103,-73.77890015,2017-01-01 05:14:00,141.0
DL,MSP,LAS,44.882,-93.221802,36.08010101,-115.1520004,2017-01-01 05:14:00,180.0
NK,EWR,MCO,40.692501068115234,-74.168701171875,28.429399490356445,-81.30899810791016,2017-01-01 05:14:00,137.0
UA,EUG,SFO,44.12459945678711,-123.21199798583984,37.61899948120117,-122.375,2017-01-01 05:14:00,62.0
AA,DCA,MIA,38.8521,-77.037697,25.79319953918457,-80.29060363769531,2017-01-01 05:15:00,131.0
AA,IAH,MIA,29.984399795532227,-95.34140014648438,25.79319953918457,-80.29060363769531,2017-01-01 05:15:00,116.0
B6,PBI,JFK,26.68320083618164,-80.09559631347656,40.63980103,-73.77890015,2017-01-01 05:15:00,131.0
DL,DTW,LAX,42.212398529052734,-83.35340118408203,33.94250107,-118.4079971,2017-01-01 05:15:00,258.0
DL,JFK,FLL,40.63980103,-73.77890015,26.072599,-80.152702,2017-01-01 05:15:00,152.0
DL,MSP,SEA,44.882,-93.221802,47.449001,-122.308998,2017-01-01 05:15:00,185.0
EV,IAH,HOB,29.984399795532227,-95.34140014648438,32.6875,-103.2170029,2017-01-01 05:15:00,89.0
EV,MCI,ORD,39.2976,-94.713898,41.9786,-87.9048,2017-01-01 05:15:00,64.0
HA,OGG,LAX,20.8986,-156.429993,33.94250107,-118.4079971,2017-01-01 05:15:00,276.0
OO,AZO,DTW,42.234901428222656,-85.5521011352539,42.212398529052734,-83.35340118408203,2017-01-01 05:15:00,37.0
OO,MSP,BJI,44.882,-93.221802,47.50939941,-94.93370056,2017-01-01 05:15:00,39.0
UA,JAC,ORD,43.6072998046875,-110.73799896240234,41.9786,-87.9048,2017-01-01 05:15:00,142.0
WN,LAS,ONT,36.08010101,-115.1520004,34.055999755859375,-117.60099792480467,2017-01-01 05:15:00,36.0
WN,LAX,ATL,33.94250107,-118.4079971,33.6367,-84.428101,2017-01-01 05:15:00,222.0
WN,PDX,DEN,45.58869934,-122.5979996,39.861698150635,-104.672996521,2017-01-01 05:15:00,118.0
WN,PHX,BUR,33.43429946899414,-112.01200103759766,34.20069885253906,-118.35900115966795,2017-01-01 05:15:00,70.0
AA,CLE,CLT,41.4117012024,-81.8498001099,35.2140007019043,-80.94309997558594,2017-01-01 05:16:00,70.0
AA,DEN,CLT,39.861698150635,-104.672996521,35.2140007019043,-80.94309997558594,2017-01-01 05:16:00,165.0
DL,ORD,ATL,41.9786,-87.9048,33.6367,-84.428101,2017-01-01 05:16:00,90.0
OO,BUR,DEN,34.20069885253906,-118.35900115966795,39.861698150635,-104.672996521,2017-01-01 05:16:00,108.0
OO,CLT,ORD,35.2140007019043,-80.94309997558594,41.9786,-87.9048,2017-01-01 05:16:00,93.0
OO,LNK,ORD,40.85100173950195,-96.75920104980467,41.9786,-87.9048,2017-01-01 05:16:00,73.0
OO,MSP,DLH,44.882,-93.221802,46.8420982361,-92.1936035156,2017-01-01 05:16:00,30.0
OO,MSP,GFK,44.882,-93.221802,47.949299,-97.176102,2017-01-01 05:16:00,50.0
OO,SEA,LAX,47.449001,-122.308998,33.94250107,-118.4079971,2017-01-01 05:16:00,128.0
UA,SFO,EWR,37.61899948120117,-122.375,40.692501068115234,-74.168701171875,2017-01-01 05:16:00,273.0
WN,BWI,DAL,39.1754,-76.668297,32.847099,-96.851799,2017-01-01 05:16:00,189.0
WN,HOU,LAS,29.64539909,-95.27890015,36.08010101,-115.1520004,2017-01-01 05:16:00,166.0
AA,MCO,CLT,28.429399490356445,-81.30899810791016,35.2140007019043,-80.94309997558594,2017-01-01 05:17:00,86.0
DL,LGA,MCO,40.77719879,-73.87259674,28.429399490356445,-81.30899810791016,2017-01-01 05:17:00,140.0
DL,RDU,ATL,35.87760162353516,-78.7874984741211,33.6367,-84.428101,2017-01-01 05:17:00,67.0
OO,GEG,SLC,47.61989974975586,-117.53399658203124,40.78839874267578,-111.97799682617188,2017-01-01 05:17:00,79.0
OO,SFO,SEA,37.61899948120117,-122.375,47.449001,-122.308998,2017-01-01 05:17:00,101.0
UA,RDU,IAD,35.87760162353516,-78.7874984741211,38.94449997,-77.45580292,2017-01-01 05:17:00,40.0
UA,RNO,DEN,39.49909973144531,-119.76799774169922,39.861698150635,-104.672996521,2017-01-01 05:17:00,95.0
UA,SEA,IAH,47.449001,-122.308998,29.984399795532227,-95.34140014648438,2017-01-01 05:17:00,224.0
WN,LGA,ATL,40.77719879,-73.87259674,33.6367,-84.428101,2017-01-01 05:17:00,130.0
WN,MDW,LAS,41.785999,-87.752403,36.08010101,-115.1520004,2017-01-01 05:17:00,204.0
WN,MSY,BNA,29.99340057373047,-90.25800323486328,36.1245002746582,-86.6781997680664,2017-01-01 05:17:00,65.0
WN,ROC,BWI,43.118900299072266,-77.67240142822266,39.1754,-76.668297,2017-01-01 05:17:00,46.0
AA,PIT,CLT,40.49150085,-80.23290253,35.2140007019043,-80.94309997558594,2017-01-01 05:18:00,66.0
AA,STT,MIA,18.337299346923828,-64.97339630126953,25.79319953918457,-80.29060363769531,2017-01-01 05:18:00,146.0
B6,JAX,DCA,30.49410057067871,-81.68789672851562,38.8521,-77.037697,2017-01-01 05:18:00,81.0
EV,AVL,ATL,35.43619918823242,-82.54180145263672,33.6367,-84.428101,2017-01-01 05:18:00,44.0
EV,IAH,ECP,29.984399795532227,-95.34140014648438,30.357106,-85.795414,2017-01-01 05:18:00,80.0
UA,HNL,LAX,21.32062,-157.924228,33.94250107,-118.4079971,2017-01-01 05:18:00,282.0
WN,MCO,BDL,28.429399490356445,-81.30899810791016,41.9388999939,-72.68319702149999,2017-01-01 05:18:00,131.0
WN,MCO,HOU,28.429399490356445,-81.30899810791016,29.64539909,-95.27890015,2017-01-01 05:18:00,126.0
WN,MDW,OMA,41.785999,-87.752403,41.3032,-95.894096,2017-01-01 05:18:00,67.0
WN,OMA,DEN,41.3032,-95.894096,39.861698150635,-104.672996521,2017-01-01 05:18:00,70.0
AA,SNA,DFW,33.67570114,-117.8679962,32.896801,-97.038002,2017-01-01 05:19:00,144.0
B6,JFK,LAX,40.63980103,-73.77890015,33.94250107,-118.4079971,2017-01-01 05:19:00,333.0
B6,SFO,LGB,37.61899948120117,-122.375,33.81769943,-118.1520004,2017-01-01 05:19:00,55.0
EV,IAH,OMA,29.984399795532227,-95.34140014648438,41.3032,-95.894096,2017-01-01 05:19:00,101.0
EV,LIT,ORD,34.729400634799994,-92.2242965698,41.9786,-87.9048,2017-01-01 05:19:00,74.0
EV,PNS,IAH,30.473400115967,-87.186599731445,29.984399795532227,-95.34140014648438,2017-01-01 05:19:00,85.0
HA,HNL,LIH,21.32062,-157.924228,21.97599983215332,-159.33900451660156,2017-01-01 05:19:00,22.0
HA,KOA,HNL,19.738783,-156.045603,21.32062,-157.924228,2017-01-01 05:19:00,30.0
OO,SLC,MSO,40.78839874267578,-111.97799682617188,46.91630173,-114.0910034,2017-01-01 05:19:00,70.0
OO,TWF,SLC,42.4818,-114.487999,40.78839874267578,-111.97799682617188,2017-01-01 05:19:00,36.0
UA,FLL,CLE,26.072599,-80.152702,41.4117012024,-81.8498001099,2017-01-01 05:19:00,131.0
WN,LAS,TUS,36.08010101,-115.1520004,32.1161003112793,-110.94100189208984,2017-01-01 05:19:00,50.0
WN,SEA,SJC,47.449001,-122.308998,37.362598,-121.929001,2017-01-01 05:19:00,100.0
AA,DFW,SLC,32.896801,-97.038002,40.78839874267578,-111.97799682617188,2017-01-01 05:20:00,141.0
